// ACTIVE MODULES ;					---------;							---------;							---------;					---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							---------;							;									;									;									;									;									
//0;								1 ITEM ID;							2 ITEM NAME;						3 ITEM TYPE;				4 ITEM CLASS;						5 SUB CLASS;						6 icon image;						7 BASE SIZE;						8 BASE PRICE;						9 PREFAB ID;						10 ITEM LEVEL;						11 AMMO PREFAB ID;					12 STACKABLE ITEM;					13 CYCLE RATE;						14 TURN SPEED;						15 MAX RANGE;						16 MOBLITY RANGE;					17 PROJECTILE SPEED;				18 ENERGY USAGE;					19 DURABILITY POINTS;				20 BASE DAMAGE;						21 SPECIAL ABILITIES;				22 ITEM DESCRIPTION;				;									;									;									;									;									
MODULE;								1002;								Generic Single 20mm Gun;			Active Module;				20mm Turret;						GUN;								gun_2.png;							10;									1200;								1;									1;									1;									true;								3.0;								50;									1300;								-30.0/45.0/-80.0/80.0;				900;								2.00;								2000;								5;									0,0,0,0,0;							20mm single barrel, capable of firing 1 high velocity round. This 20mm Projectile gun is good for medium ranged combat against high speed ships. Requires 1 x 20mm ammo.;;;;;;				
MODULE;								1207;								Ore Harvester 8;					Active Module;				Extraction Beam;					MINER;								miner_4.png;						205;								575500;								88;									8;									23;									true;								5.4;								55;									1550;								-30.0/45.0/-80.0/80.0;				800;								17;									850;								9;									0,0,0,0,0;							The Harvester beam is used to collect resources from asteroids. This module has an average range with an average yield per cycle.;;;;;;
MODULE;								1211;								Ore Harvester 9;					Active Module;				Extraction Beam;					MINER;								miner_5.png;						253;								1151500;							89;									9;									23;									true;								5.6;								55;									1600;								-30.0/45.0/-80.0/80.0;				800;								19;									900;								10;									0,0,0,0,0;							The Harvester beam is used to collect resources from asteroids. This module has an average range with an average yield per cycle.;;;;;;
MODULE;								1215;								Ore Harvester 10;					Active Module;				Extraction Beam;					MINER;								miner_5.png;						307;								2303500;							89;									10;									23;									true;								5.8;								55;									1650;								-30.0/45.0/-80.0/80.0;				800;								21;									950;								11;									0,0,0,0,0;							The Harvester beam is used to collect resources from asteroids. This module has an average range with an average yield per cycle.;;;;;;

MODULE;								1220;								Adamyte Extractor;					Active Module;				Extraction Beam;					MINER;								miner_5.png;						350;								1500000;							85;									10;									23;									true;								10;									35;									500;								-30.0/45.0/-80.0/80.0;				300;								50;									1000;								12;									1,0.95,0,0,0;						The Extractor Drill beam is capable of extracting additional bonus ore. This module has a very limited range and a long cycle rate.;;;;;;
MODULE;								1204;								Gradeon Extractor;					Active Module;				Extraction Beam;					MINER;								miner_5.png;						350;								1750000;							85;									10;									23;									true;								10;									35;									510;								-30.0/45.0/-80.0/80.0;				300;								50;									1000;								12;									2,0.90,0,0,0;						The Extractor Drill beam is capable of extracting additional bonus ore. This module has a very limited range and a long cycle rate.;;;;;;
MODULE;								1216;								Quazor Extractor;					Active Module;				Extraction Beam;					MINER;								miner_5.png;						350;								2000000;							86;									10;									23;									true;								10;									35;									520;								-30.0/45.0/-80.0/80.0;				300;								50;									1000;								12;									3,0.85,0,0,0;						The Extractor Drill beam is capable of extracting additional bonus ore. This module has a very limited range and a long cycle rate.;;;;;;
MODULE;								1218;								Lokken Extractor;					Active Module;				Extraction Beam;					MINER;								miner_5.png;						350;								2500000;							87;									10;									23;									true;								10;									35;									530;								-30.0/45.0/-80.0/80.0;				300;								50;									1000;								12;									4,0.80,0,0,0;						The Extractor Drill beam is capable of extracting additional bonus ore. This module has a very limited range and a long cycle rate.;;;;;;
MODULE;								1212;								Torim Extractor;					Active Module;				Extraction Beam;					MINER;								miner_5.png;						350;								2500000;							87;									10;									23;									true;								10;									35;									540;								-30.0/45.0/-80.0/80.0;				300;								50;									1000;								12;									5,0.75,0,0,0;						The Extractor Drill beam is capable of extracting additional bonus ore. This module has a very limited range and a long cycle rate.;;;;;;
MODULE;								1221;								Plasite Extractor;					Active Module;				Extraction Beam;					MINER;								miner_5.png;						350;								3000000;							87;									10;									23;									true;								10;									35;									550;								-30.0/45.0/-80.0/80.0;				300;								50;									1000;								12;									6,0.70,0,0,0;						The Extractor Drill beam is capable of extracting additional bonus ore. This module has a very limited range and a long cycle rate.;;;;;;
MODULE;								1209;								Dynex Extractor;					Active Module;				Extraction Beam;					MINER;								miner_5.png;						350;								3500000;							88;									10;									23;									true;								10;									35;									560;								-30.0/45.0/-80.0/80.0;				300;								50;									1000;								12;									7,0.65,0,0,0;						The Extractor Drill beam is capable of extracting additional bonus ore. This module has a very limited range and a long cycle rate.;;;;;;
MODULE;								1213;								Belasite Extractor;					Active Module;				Extraction Beam;					MINER;								miner_5.png;						350;								4000000;							88;									10;									23;									true;								10;									35;									570;								-30.0/45.0/-80.0/80.0;				300;								50;									1000;								12;									8,0.60,0,0,0;						The Extractor Drill beam is capable of extracting additional bonus ore. This module has a very limited range and a long cycle rate.;;;;;;
MODULE;								1217;								Xenox Extractor;					Active Module;				Extraction Beam;					MINER;								miner_5.png;						350;								5000000;							89;									10;									23;									true;								10;									35;									580;								-30.0/45.0/-80.0/80.0;				300;								50;									1000;								12;									9,0.55,0,0,0;						The Extractor Drill beam is capable of extracting additional bonus ore. This module has a very limited range and a long cycle rate.;;;;;;
MODULE;								1214;								Zai Extractor;						Active Module;				Extraction Beam;					MINER;								miner_5.png;						350;								6000000;							89;									10;									23;									true;								10;									35;									590;								-30.0/45.0/-80.0/80.0;				300;								50;									1000;								12;									10,0.50,0,0,0;						The Extractor Drill beam is capable of extracting additional bonus ore. This module has a very limited range and a long cycle rate.;;;;;;

MODULE;								1400;								Salvage Collector 1;				Active Module;				Salvage Beam;						SALVAGER;							salvager_1.png;						35;									5500;								95;									1;									24;									true;								3;									45;									1200;								-30.0/45.0/-80.0/80.0;				300;								8;									1000;								4;									0,0,0,0,0;							The Salvage Collector beam can vibrate derelict scrap into recoverable material. This module has an average range and a decent cycle rate.;;;;;;
MODULE;								1401;								Salvage Collector 2;				Active Module;				Salvage Beam;						SALVAGER;							salvager_1.png;						41;									10000;								95;									2;									24;									true;								3.5;								45;									1250;								-30.0/45.0/-80.0/80.0;				300;								9;									1000;								7;									0,0,0,0,0;							The Salvage Collector beam can vibrate derelict scrap into recoverable material. This module has an average range and a decent cycle rate.;;;;;;
MODULE;								1402;								Salvage Collector 3;				Active Module;				Salvage Beam;						SALVAGER;							salvager_2.png;						53;									19000;								96;									3;									24;									true;								4;									45;									1300;								-30.0/45.0/-80.0/80.0;				300;								10;									1000;								9;									0,0,0,0,0;							The Salvage Collector beam can vibrate derelict scrap into recoverable material. This module has an average range and a decent cycle rate.;;;;;;
MODULE;								1403;								Salvage Collector 4;				Active Module;				Salvage Beam;						SALVAGER;							salvager_2.png;						72;									55000;								96;									4;									24;									true;								4.5;								45;									1350;								-30.0/45.0/-80.0/80.0;				300;								12;									1000;								11;									0,0,0,0,0;							The Salvage Collector beam can vibrate derelict scrap into recoverable material. This module has an average range and a decent cycle rate.;;;;;;
MODULE;								1404;								Salvage Collector 5;				Active Module;				Salvage Beam;						SALVAGER;							salvager_3.png;						96;									77000;								97;									5;									24;									true;								5;									45;									1400;								-30.0/45.0/-80.0/80.0;				300;								15;									1000;								13;									0,0,0,0,0;							The Salvage Collector beam can vibrate derelict scrap into recoverable material. This module has an average range and a decent cycle rate.;;;;;;
MODULE;								1405;								Salvage Collector 6;				Active Module;				Salvage Beam;						SALVAGER;							salvager_3.png;						126;								175000;								97;									6;									24;									true;								3;									45;									1450;								-30.0/45.0/-80.0/80.0;				300;								17;									1000;								15;									0,0,0,0,0;							The Salvage Collector beam can vibrate derelict scrap into recoverable material. This module has an average range and a decent cycle rate.;;;;;;
MODULE;								1406;								Salvage Collector 7;				Active Module;				Salvage Beam;						SALVAGER;							salvager_4.png;						163;								310000;								98;									7;									24;									true;								3.5;								45;									1500;								-30.0/45.0/-80.0/80.0;				300;								19;									1000;								17;									0,0,0,0,0;							The Salvage Collector beam can vibrate derelict scrap into recoverable material. This module has an average range and a decent cycle rate.;;;;;;
MODULE;								1407;								Salvage Collector 8;				Active Module;				Salvage Beam;						SALVAGER;							salvager_4.png;						205;								600000;								98;									8;									24;									true;								4;									45;									1550;								-30.0/45.0/-80.0/80.0;				300;								21;									1000;								21;									0,0,0,0,0;							The Salvage Collector beam can vibrate derelict scrap into recoverable material. This module has an average range and a decent cycle rate.;;;;;;
MODULE;								1408;								Salvage Collector 9;				Active Module;				Salvage Beam;						SALVAGER;							salvager_5.png;						253;								1250000;							99;									9;									24;									true;								4.5;								45;									1600;								-30.0/45.0/-80.0/80.0;				300;								24;									1000;								23;									0,0,0,0,0;							The Salvage Collector beam can vibrate derelict scrap into recoverable material. This module has an average range and a decent cycle rate.;;;;;;
MODULE;								1409;								Salvage Collector 10;				Active Module;				Salvage Beam;						SALVAGER;							salvager_5.png;						307;								2500000;							99;									10;									24;									true;								5;									45;									1650;								-30.0/45.0/-80.0/80.0;				300;								28;									1000;								27;									0,0,0,0,0;							The Salvage Collector beam can vibrate derelict scrap into recoverable material. This module has an average range and a decent cycle rate.;;;;;;

MODULE;								1460;								Light Shield Recharger;				Active Module;				Shield Booster;						SHIELD;								shield_active_1.png;				50;									55000;								93;									1;									-1;									true;								6;									45;									0;									0/0/0/0;							0;									50;									300;								80;									0,0,0,0,0;							The Light shield booster is designed for small craft. This module uses the ship's energy to recharge shields during combat.;;;;;;
MODULE;								1461;								Medium Shield Recharger;			Active Module;				Shield Booster;						SHIELD;								shield_active_2.png;				150;								650000;								93;									5;									-1;									true;								9;									45;									0;									0/0/0/0;							0;									125;								300;								170;								0,0,0,0,0;							The Medium shield booster is designed for mid-sized craft. This module uses the ship's energy to recharge shields during combat.;;;;;;
MODULE;								1462;								Heavy Shield Recharger;				Active Module;				Shield Booster;						SHIELD;								shield_active_2.png;				320;								1450000;							93;									10;									-1;									true;								12;									45;									0;									0/0/0/0;							0;									300;								300;								260;								0,0,0,0,0;							The Heavy shield booster is designed for large ships. This module uses the ship's energy to recharge shields during combat.;;;;;;

MODULE;								1470;								x1 Torpedo Launcher;				Active Module;				Torpedo Launcher;					TORPEDO;							torpedo_1.png;						60;									62000;								50;									1;									20;									true;								8;									35;									3500;								-30.0/45.0/-80.0/80.0;				250;								25;									1000;								120;								1,20,0,0,0;							The Torpedo module launched a deadly warhead that will slowly track it's target, delivering large explosive damage.;;;;;;
MODULE;								1471;								x2 Torpedo Launcher;				Active Module;				Torpedo Launcher;					TORPEDO;							torpedo_1.png;						175;								780000;								50;									5;									20;									true;								12;									35;									4200;								-30.0/45.0/-80.0/80.0;				250;								50;									1000;								180;								2,30,0,0,0;							The Torpedo module launched a deadly warhead that will slowly track it's target, delivering large explosive damage.;;;;;;
MODULE;								1472;								x3 Torpedo Launcher;				Active Module;				Torpedo Launcher;					TORPEDO;							torpedo_1.png;						360;								1875000;							50;									10;									20;									true;								16;									35;									4950;								-30.0/45.0/-80.0/80.0;				250;								75;									1000;								230;								3,40,0,0,0;							The Torpedo module launched a deadly warhead that will slowly track it's target, delivering large explosive damage.;;;;;;

MODULE;								1300;								Tractor Beam;						Active Module;				Tractor Beam;						TRACTOR;							tractor_1.png;						55;									14000;								90;									2;									22;									true;								5;									35;									500;								-30.0/45.0/-80.0/80.0;				200;								5;									200;								2;									0,0,0,0,0;							Tractor beams can be used to slowly drag or move objects in space. These modules can also be used to defend against missiles. The strength of the beam and the mass of the object will affect how fast it can be moved.;;;;;;
MODULE;								1450;								Spotlight;							Active Module;				Spotlight;							SPOTLIGHT;							spot_1.png;							25;									5000;								84;									2;									-1;									true;								20;									45;									500;								-30.0/180.0/-180.0/180.0;			0;									1;									1100;								0;									0,0,0,0,0;							When you need to light up a dark place, shine your light.;;;;;;
MODULE;								1451;								Active Scanner;						Active Module;				Scanner;							SCANNER;							scanner_1.png;						12;									8000;								80;									3;									-1;									true;								30;									45;									750;								-30.0/180.0/-180.0/180.0;			0;									5;									1100;								0;									0,0,0,0,0;							Active scanners are used to gather additional information about a target. Used for recon missions and adding info to your journal.;;;;;;

MODULE;								1475;								ECM Magweb;							Active Module;				Electronics;						ECM;								ecm_1.png;							20;									280000;								40;									5;									0;									true;								5;									35;									500;								-30.0/45.0/-80.0/80.0;				150;								25;									1000;								10;									web,50,0,0,0;						This ECM module will paralyze your target, preventing their ship from escaping combat.;;;;;;
MODULE;								1476;								ECM Target Scrambler;				Active Module;				Electronics;						ECM;								ecm_2.png;							50;									420000;								41;									6;									0;									true;								15;									35;									500;								-30.0/45.0/-80.0/80.0;				150;								50;									1000;								10;									scramble,50,0,0,0;					This ECM module will prevent a ship from locking target onto your ship.;;;;;;
MODULE;								1477;								ECM Sensors Jammer;					Active Module;				Electronics;						ECM;								ecm_3.png;							90;									150000;								42;									7;									0;									true;								15;									35;									500;								-30.0/45.0/-80.0/80.0;				150;								25;									1000;								20;									jam,50,0,0,0;						This ECM module will knock down your target's tactical systems, giving you a combat advantage.;;;;;;
MODULE;								1478;								ECM Module Disruptor;				Active Module;				Electronics;						ECM;								ecm_4.png;							120;								175000;								43;									8;									0;									true;								15;									35;									500;								-30.0/45.0/-80.0/80.0;				150;								35;									1000;								20;									disrupt,50,0,0,0;					This ECM will cause the target's modules to malfunction, requiring them to reset the module before it can be used again.;;;;;;

MODULE;								1480;								Cloak Field Generator;				Active Module;				Electronics;						CLOAK;								cloak_1.png;						260;								1250000;							44;									10;									0;									true;								30;									35;									500;								-30.0/45.0/-80.0/80.0;				150;								350;								50;									30;									0,0,0,0,0;							This advanced module will hide every type of energy your ship may give off.;;									;									;									;									;									

MODULE;								1481;								Anti-Laser Pod;						Active Module;				Defensive Module;					DEFENSIVE;							defensive_1.png;					50;									75000;								60;									1;									-1;									true;								3;									50;									300;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								3;									lasers,3,0,0,0;						This Defensive module will counter attack 3 incoming lasers within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									
MODULE;								1482;								Anti-Gun Pod;						Active Module;				Defensive Module;					DEFENSIVE;							defensive_1.png;					50;									75000;								60;									1;									-1;									true;								3;									50;									300;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								3;									guns,3,0,0,0;						This Defensive module will counter attack 3 incoming guns within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									
MODULE;								1483;								Anti-Beam Pod;						Active Module;				Defensive Module;					DEFENSIVE;							defensive_1.png;					50;									75000;								60;									1;									-1;									true;								3;									50;									300;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								2;									beams,2,0,0,0;						This Defensive module will counter attack 2 incoming beams within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									
MODULE;								1484;								Anti-Missile Pod;					Active Module;				Defensive Module;					DEFENSIVE;							defensive_1.png;					50;									75000;								60;									1;									-1;									true;								3;									50;									300;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								5;									missiles,5,0,0,0;					This Defensive module will counter attack 5 incoming missiles within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									
MODULE;								1485;								Anti-Torpedo Pod;					Active Module;				Defensive Module;					DEFENSIVE;							defensive_1.png;					50;									75000;								60;									1;									-1;									true;								3;									50;									300;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								2;									torpedos,2,0,0,0;					This Defensive module will counter attack 2 incoming torpedoes within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									
MODULE;								1486;								Laser Defense System;				Active Module;				Defensive Module;					DEFENSIVE;							defensive_2.png;					100;								320000;								61;									3;									-1;									true;								4;									55;									400;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								6;									lasers,6,0,0,0;						This Defensive module will counter attack 6 incoming lasers within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									
MODULE;								1487;								Gun Defense System;					Active Module;				Defensive Module;					DEFENSIVE;							defensive_2.png;					100;								320000;								61;									3;									-1;									true;								4;									55;									400;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								6;									guns,6,0,0,0;						This Defensive module will counter attack 6 incoming guns within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									
MODULE;								1488;								Beam Defense System;				Active Module;				Defensive Module;					DEFENSIVE;							defensive_2.png;					100;								320000;								61;									3;									-1;									true;								4;									55;									400;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								4;									beams,4,0,0,0;						This Defensive module will counter attack 4 incoming beams within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									
MODULE;								1489;								Missile Defense System;				Active Module;				Defensive Module;					DEFENSIVE;							defensive_2.png;					100;								320000;								61;									3;									-1;									true;								4;									55;									400;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								10;									missiles,10,0,0,0;					This Defensive module will counter attack 10 incoming missiles within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									
MODULE;								1490;								Torpedo Defense System;				Active Module;				Defensive Module;					DEFENSIVE;							defensive_2.png;					100;								320000;								61;									3;									-1;									true;								4;									55;									400;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								4;									torpedos,4,0,0,0;					This Defensive module will counter attack 4 incoming torpedoes within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									
MODULE;								1491;								Predator Laser Guardian;			Active Module;				Defensive Module;					DEFENSIVE;							defensive_3.png;					150;								1250000;							62;									9;									-1;									true;								5;									60;									500;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								12;									lasers,12,0,0,0;					This Defensive module will counter attack 12 incoming lasers within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									
MODULE;								1492;								Predator Gun Guardian;				Active Module;				Defensive Module;					DEFENSIVE;							defensive_3.png;					150;								1250000;							62;									9;									-1;									true;								5;									60;									500;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								12;									guns,12,0,0,0;						This Defensive module will counter attack 12 incoming guns within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									
MODULE;								1493;								Predator Beam Guardian;				Active Module;				Defensive Module;					DEFENSIVE;							defensive_3.png;					150;								1250000;							62;									9;									-1;									true;								5;									60;									500;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								8;									beams,8,0,0,0;						This Defensive module will counter attack 8 incoming beams within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									
MODULE;								1494;								Predator Missile Guardian;			Active Module;				Defensive Module;					DEFENSIVE;							defensive_3.png;					150;								1250000;							62;									9;									-1;									true;								5;									60;									500;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								20;									missiles,20,0,0,0;					This Defensive module will counter attack 20 incoming missiles within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									
MODULE;								1495;								Predator Torpedo Guardian;			Active Module;				Defensive Module;					DEFENSIVE;							defensive_3.png;					150;								1250000;							62;									9;									-1;									true;								5;									60;									500;								-30.0/45.0/-80.0/80.0;				0;									20;									500;								8;									torpedos,8,0,0,0;					This Defensive module will counter attack 8 incoming torpedoes within range every cycle. Only a small fraction of energy is used each cycle unless an incoming target is found.;;									;									;									;									;									

// ECM Missile lock

// -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------;
// PASSIVE MODULES ;
//0;								1 ITEM ID;							2 ITEM NAME;						3 ITEM TYPE;						4 ITEM CLASS;						5 SUB CLASS;						6 icon image;						7 BASE SIZE;						8 BASE PRICE;						9 NULL 0;							10 ITEM LEVEL;						11 NULL 0;							12 STACKABLE ITEM;					13 SPECIAL TYPE;					14 SPECIAL MODE;					15 SPECIAL VALUE;					16 NULL 0;							17 NULL 0;							18 NULL 0;							19 NULL 0;							20 NULL 0;							21 SPECIAL ABILITIES;				22 ITEM DESCRIPTION;				;									;									;									;									;									
PMODULE;							1500;								Basic Thruster;						Passive Module;						Engine Mod;							Engine;								engine_boost_1.png;					31.648;								1179.2;								0;									1;									0;									true;								Engine;								Max Thrust;							0.1;								0;									0;									0;									0;									0;									0,0,0,0,0;							The most basic thruster module available in the market. Works when funds are tight.;;									;									;									;									;									
PMODULE;							1501;								Improved Thruster;					Passive Module;						Engine Mod;							Engine;								engine_boost_2.png;					17.094;								2492.9;								0;									2;									0;									true;								Engine;								Max Thrust;							0.2;								0;									0;									0;									0;									0;									0,0,0,0,0;							An improvement to the basic thruster, many pilots use this in the sectors.;;									;									;									;									;									
PMODULE;							1502;								Advanced Thruster;					Passive Module;						Engine Mod;							Engine;								engine_boost_3.png;					46.708;								10119.3;							0;									3;									0;									true;								Engine;								Max Thrust;							0.3;								0;									0;									0;									0;									0;									0,0,0,0,0;							A decent all around thruster module. Fairly balanced in every way.;;									;									;									;									;									
PMODULE;							1503;								Premium Thruster;					Passive Module;						Engine Mod;							Engine;								engine_boost_4.png;					58.194;								41534.5;							0;									4;									0;									true;								Engine;								Max Thrust;							0.4;								0;									0;									0;									0;									0;									0,0,0,0,0;							If you have the funds, your money is well spent getting this thruster module.;;									;									;									;									;									
PMODULE;							1504;								Prototype Thruster;					Passive Module;						Engine Mod;							Engine;								engine_boost_5.png;					81.267;								208458.5;							0;									5;									0;									true;								Engine;								Max Thrust;							0.5;								0;									0;									0;									0;									0;									0,0,0,0,0;							Very few pilots have been able to find, let alone afford, this high end thruster module.;;									;									;									;									;									
PMODULE;							1510;								Basic Engine Core;					Passive Module;						Engine Mod;							Engine;								engine_core_1.png;					26.871;								5711.8;								0;									1;									0;									true;								Engine;								Burn Reduction;						0.1;								0;									0;									0;									0;									0;									0,0,0,0,0;							The most basic engine core available in the market. Works when funds are tight.;;									;									;									;									;									
PMODULE;							1511;								Improved Engine Core;				Passive Module;						Engine Mod;							Engine;								engine_core_2.png;					20.601;								12131.7;							0;									2;									0;									true;								Engine;								Burn Reduction;						0.16;								0;									0;									0;									0;									0;									0,0,0,0,0;							An improvement to the basic engine core, many pilots use this in the sectors.;;									;									;									;									;									
PMODULE;							1512;								Advanced Engine Core;				Passive Module;						Engine Mod;							Engine;								engine_core_3.png;					42.684;								38818.6;							0;									3;									0;									true;								Engine;								Burn Reduction;						0.25;								0;									0;									0;									0;									0;									0,0,0,0,0;							A decent all around engine core. Fairly balanced in every way.;;									;									;									;									;									
PMODULE;							1513;								Premium Engine Core;				Passive Module;						Engine Mod;							Engine;								engine_core_4.png;					58.919;								156921.1;							0;									4;									0;									true;								Engine;								Burn Reduction;						0.41;								0;									0;									0;									0;									0;									0,0,0,0,0;							If you have the funds, your money is well spent getting this engine core.;;									;									;									;									;									
PMODULE;							1514;								Prototype Engine Core;				Passive Module;						Engine Mod;							Engine;								engine_core_5.png;					78.518;								785300.7;							0;									5;									0;									true;								Engine;								Burn Reduction;						0.67;								0;									0;									0;									0;									0;									0,0,0,0,0;							Very few pilots have been able to find, let alone afford, this high end engine core.;;									;									;									;									;									
PMODULE;							1520;								Basic Afterburner;					Passive Module;						Engine Mod;							Engine;								afterburner_1.png;					8.261;								1252.6;								0;									1;									0;									true;								Engine;								Afterburner;						0.1;								0;									0;									0;									0;									0;									0,0,0,0,0;							The most basic afterburner available in the market. Works when funds are tight.;;									;									;									;									;									
PMODULE;							1521;								Improved Afterburner;				Passive Module;						Engine Mod;							Engine;								afterburner_2.png;					8.338;								2633.6;								0;									2;									0;									true;								Engine;								Afterburner;						0.2;								0;									0;									0;									0;									0;									0,0,0,0,0;							An improvement to the basic afterburner, many pilots use this in the sectors.;;									;									;									;									;									
PMODULE;							1522;								Advanced Afterburner;				Passive Module;						Engine Mod;							Engine;								afterburner_3.png;					19.248;								9206.2;								0;									3;									0;									true;								Engine;								Afterburner;						0.3;								0;									0;									0;									0;									0;									0,0,0,0,0;							A decent all around afterburner. Fairly balanced in every way.;;									;									;									;									;									
PMODULE;							1523;								Premium Afterburner;				Passive Module;						Engine Mod;							Engine;								afterburner_4.png;					35.126;								38034.8;							0;									4;									0;									true;								Engine;								Afterburner;						0.4;								0;									0;									0;									0;									0;									0,0,0,0,0;							If you have the funds, your money is well spent getting this afterburner.;;									;									;									;									;									
PMODULE;							1524;								Prototype Afterburner;				Passive Module;						Engine Mod;							Engine;								afterburner_5.png;					56.542;								191152.7;							0;									5;									0;									true;								Engine;								Afterburner;						0.5;								0;									0;									0;									0;									0;									0,0,0,0,0;							Very few pilots have been able to find, let alone afford, this high end afterburner.;;									;									;									;									;									
PMODULE;							1530;								Basic Cargo Expansion;				Passive Module;						Cargo Mod;							Cargo;								cargo_expansion_1.png;				18.210;								2418.8;								0;									1;									0;									true;								Cargo;								Expansion Bay;						0.1;								0;									0;									0;									0;									0;									0,0,0,0,0;							The most basic cargo expansion module available in the market. Works when funds are tight.;;									;									;									;									;									
PMODULE;							1531;								Improved Cargo Expansion;			Passive Module;						Cargo Mod;							Cargo;								cargo_expansion_2.png;				10.547;								5036.7;								0;									2;									0;									true;								Cargo;								Expansion Bay;						0.2;								0;									0;									0;									0;									0;									0,0,0,0,0;							An improvement to the basic cargo expansion module, many pilots use this in the sectors.;;									;									;									;									;									
PMODULE;							1532;								Advanced Cargo Expansion;			Passive Module;						Cargo Mod;							Cargo;								cargo_expansion_3.png;				46.153;								18997.8;							0;									3;									0;									true;								Cargo;								Expansion Bay;						0.3;								0;									0;									0;									0;									0;									0,0,0,0,0;							A decent all around cargo expansion module. Fairly balanced in every way.;;									;									;									;									;									
PMODULE;							1533;								Premium Cargo Expansion;			Passive Module;						Cargo Mod;							Cargo;								cargo_expansion_4.png;				115.504;							82355.4;							0;									4;									0;									true;								Cargo;								Expansion Bay;						0.4;								0;									0;									0;									0;									0;									0,0,0,0,0;							If you have the funds, your money is well spent getting this cargo expansion module.;;									;									;									;									;									
PMODULE;							1534;								Prototype Cargo Expansion;			Passive Module;						Cargo Mod;							Cargo;								cargo_expansion_5.png;				150.427;							412576.9;							0;									5;									0;									true;								Cargo;								Expansion Bay;						0.5;								0;									0;									0;									0;									0;									0,0,0,0,0;							Very few pilots have been able to find, let alone afford, this high end cargo expansion module.;;									;									;									;									;									
PMODULE;							1540;								Basic Mass Reduction;				Passive Module;						Cargo Mod;							Cargo;								cargo_mass_1.png;					3.851;								1123.8;								0;									1;									0;									true;								Cargo;								Mass Reduction;						0.05;								0;									0;									0;									0;									0;									0,0,0,0,0;							The most basic mass reduction module available in the market. Works when funds are tight.;;									;									;									;									;									
PMODULE;							1541;								Improved Mass Reduction;			Passive Module;						Cargo Mod;							Cargo;								cargo_mass_2.png;					2.958;								2608.9;								0;									2;									0;									true;								Cargo;								Mass Reduction;						0.09;								0;									0;									0;									0;									0;									0,0,0,0,0;							An improvement to the basic mass reduction module, many pilots use this in the sectors.;;									;									;									;									;									
PMODULE;							1542;								Advanced Mass Reduction;			Passive Module;						Cargo Mod;							Cargo;								cargo_mass_3.png;					40.461;								11714.3;							0;									3;									0;									true;								Cargo;								Mass Reduction;						0.15;								0;									0;									0;									0;									0;									0,0,0,0,0;							A decent all around mass reduction module. Fairly balanced in every way.;;									;									;									;									;									
PMODULE;							1543;								Premium Mass Reduction;				Passive Module;						Cargo Mod;							Cargo;								cargo_mass_4.png;					77.309;								50516.1;							0;									4;									0;									true;								Cargo;								Mass Reduction;						0.21;								0;									0;									0;									0;									0;									0,0,0,0,0;							If you have the funds, your money is well spent getting this mass reduction module.;;									;									;									;									;									
