// TECHNICAL SPECIFICATION DOCUMENTS;;									
// ITEM;							1 DOC ID;							2 DOC NAME;							3 DOC TYPE;							4 DOC CLASS;						5 DOC SUBCLASS;						6 doc image;						7 DOC SIZE;							8 DOC PRICE;						9 CRAFTS ID;						10 DOC LVL;							11 USE MODE;						12 STACKABLE ITEM;					13 RECIPE (id-qty);					14 QTY;								15 NULL 0;							16 NULL 0;							17 NULL 0;							18 NULL 0;							19 NULL 0;							20 NULL 0;							21 NULL 0;							22 ITEM DESCRIPTION ;;;;;;;									
ITEM;								2100;								Generic Single 20mm Gun (Doc);		Document;							20mm Turret;						GUN;								generic_single_20mm_gun_doc.png;	1;									14400;								1002;								1;									 null;								True;								167-3:153-12:159-2;					1;									 null ; 							 null ; 							 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Generic Single 20mm Gun.
ITEM;								2210;								Ion Beam Class 1 (Doc);				Document;							Ion Turret;							BEAM;								ion_beam_class_1_doc.png;			1.0;								34800;								1170;								1;									 null;								true;								153-58:150-31:156-10;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ion Beam Class 1;;									;									;									;									;									;									
ITEM;								2211;								Ion Beam Class 2 (Doc);				Document;							Ion Turret;							BEAM;								ion_beam_class_2_doc.png;			1.0;								69600;								1171;								2;									 null;								true;								162-55:164-31:204-6;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ion Beam Class 2;;									;									;									;									;									;									
ITEM;								2212;								Ion Beam Class 3 (Doc);				Document;							Ion Turret;							BEAM;								ion_beam_class_3_doc.png;			1.0;								139200;								1172;								3;									 null;								true;								209-40:201-19:168-26;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ion Beam Class 3;;									;									;									;									;									;									
ITEM;								2213;								Ion Beam Class 4 (Doc);				Document;							Ion Turret;							BEAM;								ion_beam_class_4_doc.png;			1.0;								278400;								1173;								4;									 null;								true;								201-76:209-40:218-14;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ion Beam Class 4;;									;									;									;									;									;									
ITEM;								2214;								Ion Beam Class 5 (Doc);				Document;							Ion Turret;							BEAM;								ion_beam_class_5_doc.png;			1.0;								556800;								1174;								5;									 null;								true;								213-119:2001-48:215-37;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ion Beam Class 5;;									;									;									;									;									;									
ITEM;								2215;								Ion Beam Class 6 (Doc);				Document;							Ion Turret;							BEAM;								ion_beam_class_6_doc.png;			1.0;								1113600;							1175;								6;									 null;								true;								2020-128:2001-96:216-71;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ion Beam Class 6;;									;									;									;									;									;									
ITEM;								2216;								Ion Beam Class 7 (Doc);				Document;							Ion Turret;							BEAM;								ion_beam_class_7_doc.png;			1.0;								2227200;							1176;								7;									 null;								true;								2027-32:2035-25:2015-59;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ion Beam Class 7;;									;									;									;									;									;									
ITEM;								2217;								Ion Beam Class 8 (Doc);				Document;							Ion Turret;							BEAM;								ion_beam_class_8_doc.png;			1.0;								4452000;							1177;								8;									 null;								true;								2019-84:2036-35:2026-43;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ion Beam Class 8;;									;									;									;									;									;									
ITEM;								2218;								Ion Beam Class 9 (Doc);				Document;							Ion Turret;							BEAM;								ion_beam_class_9_doc.png;			1.0;								8904000;							1178;								9;									 null;								true;								2046-75:2051-75:2043-107;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ion Beam Class 9;;									;									;									;									;									;									
ITEM;								2219;								Ion Beam Class 10 (Doc);			Document;							Ion Turret;							BEAM;								ion_beam_class_10_doc.png;			1.0;								18000000;							1179;								10;									 null;								true;								2054-168:2056-38:2043-217;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ion Beam Class 10;;									;									;									;									;									;									
ITEM;								2220;								Ore Harvester 1 (Doc);				Document;							Extraction Beam;					MINER;								ore_harvester_1_doc.png;			1.0;								54000;								1200;								1;									 null;								true;								152-91:162-21:155-25;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ore Harvester 1;;									;									;									;									;									;									
ITEM;								2221;								Ore Harvester 2 (Doc);				Document;							Extraction Beam;					MINER;								ore_harvester_2_doc.png;			1.0;								102000;								1201;								2;									 null;								true;								151-170:153-85:205-9;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ore Harvester 2;;									;									;									;									;									;									
ITEM;								2222;								Ore Harvester 3 (Doc);				Document;							Extraction Beam;					MINER;								ore_harvester_3_doc.png;			1.0;								210000;								1205;								3;									 null;								true;								204-42:168-39:160-87;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ore Harvester 3;;									;									;									;									;									;									
ITEM;								2223;								Ore Harvester 4 (Doc);				Document;							Extraction Beam;					MINER;								ore_harvester_4_doc.png;			1.0;								426000;								1202;								4;									 null;								true;								209-123:207-34:2009-7;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ore Harvester 4;;									;									;									;									;									;									
ITEM;								2224;								Ore Harvester 5 (Doc);				Document;							Extraction Beam;					MINER;								ore_harvester_5_doc.png;			1.0;								858000;								1206;								5;									 null;								true;								2014-63:212-101:209-124;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ore Harvester 5;;									;									;									;									;									;									
ITEM;								2225;								Ore Harvester 6 (Doc);				Document;							Extraction Beam;					MINER;								ore_harvester_6_doc.png;			1.0;								1722000;							1210;								6;									 null;								true;								2006-109:2007-42:2013-104;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ore Harvester 6;;									;									;									;									;									;									
ITEM;								2226;								Ore Harvester 7 (Doc);				Document;							Extraction Beam;					MINER;								ore_harvester_7_doc.png;			1.0;								3450000;							1203;								7;									 null;								true;								2019-65:2021-179:2011-266;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ore Harvester 7;;									;									;									;									;									;									
ITEM;								2227;								Ore Harvester 8 (Doc);				Document;							Extraction Beam;					MINER;								ore_harvester_8_doc.png;			1.0;								6906000;							1207;								8;									 null;								true;								2025-146:2041-108:2015-184;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ore Harvester 8;;									;									;									;									;									;									
ITEM;								2228;								Ore Harvester 9 (Doc);				Document;							Extraction Beam;					MINER;								ore_harvester_9_doc.png;			1.0;								13818000;							1211;								9;									 null;								true;								2052-216:2053-88:2047-39;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ore Harvester 9;;									;									;									;									;									;									
ITEM;								2229;								Ore Harvester 10 (Doc);				Document;							Extraction Beam;					MINER;								ore_harvester_10_doc.png;			1.0;								27642000;							1215;								10;									 null;								true;								2045-254:2054-128:2039-81;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Ore Harvester 10;;									;									;									;									;									;									
ITEM;								2230;								Adamyte Extractor (Doc);			Document;							Extraction Beam;					MINER;								adamyte_extractor_doc.png;			1.0;								18000000;							1220;								10;									 null;								true;								2054-168:2080-187:2051-153;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Adamyte Extractor;;									;									;									;									;									;									
ITEM;								2231;								Gradeon Extractor (Doc);			Document;							Extraction Beam;					MINER;								gradeon_extractor_doc.png;			1.0;								21000000;							1204;								10;									 null;								true;								2045-193:2046-88:2035-238;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Gradeon Extractor;;									;									;									;									;									;									
ITEM;								2232;								Quazor Extractor (Doc);				Document;							Extraction Beam;					MINER;								quazor_extractor_doc.png;			1.0;								24000000;							1216;								10;									 null;								true;								2059-38:2057-32:2035-272;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Quazor Extractor;;									;									;									;									;									;									
ITEM;								2233;								Lokken Extractor (Doc);				Document;							Extraction Beam;					MINER;								lokken_extractor_doc.png;			1.0;								30000000;							1218;								10;									 null;								true;								2048-140:2047-85:2051-255;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Lokken Extractor;;									;									;									;									;									;									
ITEM;								2234;								Torim Extractor (Doc);				Document;							Extraction Beam;					MINER;								torim_extractor_doc.png;			1.0;								30000000;							1212;								10;									 null;								true;								2082-107:2038-147:2046-126;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Torim Extractor;;									;									;									;									;									;									
ITEM;								2235;								Plasite Extractor (Doc);			Document;							Extraction Beam;					MINER;								plasite_extractor_doc.png;			1.0;								36000000;							1221;								10;									 null;								true;								2082-128:2058-40:2057-49;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Plasite Extractor;;									;									;									;									;									;									
ITEM;								2236;								Dynex Extractor (Doc);				Document;							Extraction Beam;					MINER;								dynex_extractor_doc.png;			1.0;								42000000;							1209;								10;									 null;								true;								2057-114:2049-83:2038-206;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Dynex Extractor;;									;									;									;									;									;									
ITEM;								2237;								Belasite Extractor (Doc);			Document;							Extraction Beam;					MINER;								belasite_extractor_doc.png;			1.0;								48000000;							1213;								10;									 null;								true;								2082-171:2048-112:2046-203;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Belasite Extractor;;									;									;									;									;									;									
ITEM;								2238;								Xenox Extractor (Doc);				Document;							Extraction Beam;					MINER;								xenox_extractor_doc.png;			1.0;								60000000;							1217;								10;									 null;								true;								2048-280:2045-276:2038-295;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Xenox Extractor;;									;									;									;									;									;									
ITEM;								2239;								Zai Extractor (Doc);				Document;							Extraction Beam;					MINER;								zai_extractor_doc.png;				1.0;								72000000;							1214;								10;									 null;								true;								2058-160:2082-128:2048-168;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Zai Extractor;;									;									;									;									;									;									
ITEM;								2240;								Salvage Collector 1 (Doc);			Document;							Salvage Beam;						SALVAGER;							salvage_collector_1_doc.png;		1.0;								66000;								1400;								1;									 null;								true;								164-60:156-20:161-26;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Salvage Collector 1;;									;									;									;									;									;									
ITEM;								2241;								Salvage Collector 2 (Doc);			Document;							Salvage Beam;						SALVAGER;							salvage_collector_2_doc.png;		1.0;								120000;								1401;								2;									 null;								true;								208-17:202-15:205-10;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Salvage Collector 2;;									;									;									;									;									;									
ITEM;								2242;								Salvage Collector 3 (Doc);			Document;							Salvage Beam;						SALVAGER;							salvage_collector_3_doc.png;		1.0;								228000;								1402;								3;									 null;								true;								200-76:216-14:153-190;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Salvage Collector 3;;									;									;									;									;									;									
ITEM;								2243;								Salvage Collector 4 (Doc);			Document;							Salvage Beam;						SALVAGER;							salvage_collector_4_doc.png;		1.0;								660000;								1403;								4;									 null;								true;								201-180:217-36:2003-39;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Salvage Collector 4;;									;									;									;									;									;									
ITEM;								2244;								Salvage Collector 5 (Doc);			Document;							Salvage Beam;						SALVAGER;							salvage_collector_5_doc.png;		1.0;								924000;								1404;								5;									 null;								true;								2019-17:215-61:2011-71;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Salvage Collector 5;;									;									;									;									;									;									
ITEM;								2245;								Salvage Collector 6 (Doc);			Document;							Salvage Beam;						SALVAGER;							salvage_collector_6_doc.png;		1.0;								2100000;							1405;								6;									 null;								true;								2026-40:2004-102:2024-28;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Salvage Collector 6;;									;									;									;									;									;									
ITEM;								2246;								Salvage Collector 7 (Doc);			Document;							Salvage Beam;						SALVAGER;							salvage_collector_7_doc.png;		1.0;								3720000;							1406;								7;									 null;								true;								2039-22:2015-99:2012-244;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Salvage Collector 7;;									;									;									;									;									;									
ITEM;								2247;								Salvage Collector 8 (Doc);			Document;							Salvage Beam;						SALVAGER;							salvage_collector_8_doc.png;		1.0;								7200000;							1407;								8;									 null;								true;								2032-293:2028-42:2040-132;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Salvage Collector 8;;									;									;									;									;									;									
ITEM;								2248;								Salvage Collector 9 (Doc);			Document;							Salvage Beam;						SALVAGER;							salvage_collector_9_doc.png;		1.0;								15000000;							1408;								9;									 null;								true;								2027-220:2035-170:2081-80;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Salvage Collector 9;;									;									;									;									;									;									
ITEM;								2249;								Salvage Collector 10 (Doc);			Document;							Salvage Beam;						SALVAGER;							salvage_collector_10_doc.png;		1.0;								30000000;							1409;								10;									 null;								true;								2054-280:2049-59:2044-294;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Salvage Collector 10;;									;									;									;									;									;									
ITEM;								2250;								Light Shield Booster (Doc);			Document;							Shield Booster;						SHIELD;								light_shield_booster_doc.png;		1.0;								660000;								1460;								1;									 null;								true;								165-206:158-151:156-207;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Light Shield Booster;;									;									;									;									;									;									
ITEM;								2251;								Medium Shield Booster (Doc);		Document;							Shield Booster;						SHIELD;								medium_shield_booster_doc.png;		1.0;								7800000;							1461;								5;									 null;								true;								2019-147:2016-193:2014-286;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Medium Shield Booster;;									;									;									;									;									;									
ITEM;								2252;								Heavy Shield Booster (Doc);			Document;							Shield Booster;						SHIELD;								heavy_shield_booster_doc.png;		1.0;								17400000;							1462;								10;									 null;								true;								2055-116:2048-40:2057-23;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Heavy Shield Booster;;									;									;									;									;									;									
ITEM;								2253;								x1 Torpedo Launcher (Doc);			Document;							Torpedo Launcher;					TORPEDO;							x1_torpedo_launcher_doc.png;		1.0;								744000;								1470;								1;									 null;								true;								165-233:167-89:166-103;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate x1 Torpedo Launcher;;									;									;									;									;									;									
ITEM;								2254;								x2 Torpedo Launcher (Doc);			Document;							Torpedo Launcher;					TORPEDO;							x2_torpedo_launcher_doc.png;		1.0;								9360000;							1471;								5;									 null;								true;								2018-246:2006-298:2008-217;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate x2 Torpedo Launcher;;									;									;									;									;									;									
ITEM;								2255;								x3 Torpedo Launcher (Doc);			Document;							Torpedo Launcher;					TORPEDO;							x3_torpedo_launcher_doc.png;		1.0;								22500000;							1472;								10;									 null;								true;								2081-240:2050-254:2043-271;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate x3 Torpedo Launcher;;									;									;									;									;									;									
ITEM;								2256;								Tractor Beam (Doc);					Document;							Tractor Beam;						TRACTOR;							tractor_beam_doc.png;				1.0;								168000;								1300;								2;									 null;								true;								204-33:152-142:203-18;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Tractor Beam;;									;									;									;									;									;									
ITEM;								2257;								Spotlight (Doc);					Document;							Spotlight;							SPOTLIGHT;							spotlight_doc.png;					1.0;								60000;								1450;								2;									 null;								true;								170-24:200-10:153-50;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Spotlight;;									;									;									;									;									;									
ITEM;								2258;								Active Scanner (Doc);				Document;							Scanner;							SCANNER;							active_scanner_doc.png;				1.0;								96000;								1451;								3;									 null;								true;								214-16:205-8:164-43;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Active Scanner;;									;									;									;									;									;									
ITEM;								2259;								ECM Magweb (Doc);					Document;							Electronics;						ECM;								ecm_magweb_doc.png;					1.0;								3360000;							1475;								5;									 null;								true;								2015-179:2003-198:2008-78;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate ECM Magweb;;									;									;									;									;									;									
ITEM;								2260;								ECM Target Scrambler (Doc);			Document;							Electronics;						ECM;								ecm_target_scrambler_doc.png;		1.0;								5040000;							1476;								6;									 null;								true;								2009-189:2003-298:217-279;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate ECM Target Scrambler;;									;									;									;									;									;									
ITEM;								2261;								ECM Sensors Jammer (Doc);			Document;							Electronics;						ECM;								ecm_sensors_jammer_doc.png;			1.0;								1800000;							1477;								7;									 null;								true;								2036-28:2022-50:2003-106;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate ECM Sensors Jammer;;									;									;									;									;									;									
ITEM;								2262;								ECM Module Disruptor (Doc);			Document;							Electronics;						ECM;								ecm_module_disruptor_doc.png;		1.0;								2100000;							1478;								8;									 null;								true;								2027-30:2036-16:2042-28;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate ECM Module Disruptor;;									;									;									;									;									;									
ITEM;								2263;								Cloak Field Generator (Doc);		Document;							Electronics;						CLOAK;								cloak_field_generator_doc.png;		1.0;								15000000;							1480;								10;									 null;								true;								2038-147:2049-29:2057-20;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Cloak Field Generator;;									;									;									;									;									;									
ITEM;								2264;								Basic Thruster (Doc);				Document;							Engine Mod;							Engine;								basic_thruster_doc.png;				1.0;								14150;								1500;								1;									 null;								true;								166-3:164-6:165-2;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic Thruster;;									;									;									;									;									;									
ITEM;								2265;								Improved Thruster (Doc);			Document;							Engine Mod;							Engine;								improved_thruster_doc.png;			1.0;								29915;								1501;								2;									 null;								true;								207-4:153-24:200-5;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Improved Thruster;;									;									;									;									;									;									
ITEM;								2266;								Advanced Thruster (Doc);			Document;							Engine Mod;							Engine;								advanced_thruster_doc.png;			1.0;								121432;								1502;								3;									 null;								true;								156-76:163-33:164-55;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Advanced Thruster;;									;									;									;									;									;									
ITEM;								2267;								Premium Thruster (Doc);				Document;							Engine Mod;							Engine;								premium_thruster_doc.png;			1.0;								498414;								1503;								4;									 null;								true;								166-138:214-42:169-54;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Premium Thruster;;									;									;									;									;									;									
ITEM;								2268;								Prototype Thruster (Doc);			Document;							Engine Mod;							Engine;								prototype_thruster_doc.png;			1.0;								2501502;							1504;								5;									 null;								true;								2004-244:218-134:2006-79;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Prototype Thruster;;									;									;									;									;									;									
ITEM;								2269;								Basic Engine Core (Doc);			Document;							Engine Mod;							Engine;								basic_engine_core_doc.png;			1.0;								68542;								1510;								1;									 null;								true;								155-64:169-7:158-15;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic Engine Core;;									;									;									;									;									;									
ITEM;								2270;								Improved Engine Core (Doc);			Document;							Engine Mod;							Engine;								improved_engine_core_doc.png;		1.0;								145580;								1511;								2;									 null;								true;								159-52:202-18:205-13;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Improved Engine Core;;									;									;									;									;									;									
ITEM;								2271;								Advanced Engine Core (Doc);			Document;							Engine Mod;							Engine;								advanced_engine_core_doc.png;		1.0;								465823;								1512;								3;									 null;								true;								207-76:214-39:161-183;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Advanced Engine Core;;									;									;									;									;									;									
ITEM;								2272;								Premium Engine Core (Doc);			Document;							Engine Mod;							Engine;								premium_engine_core_doc.png;		1.0;								1883053;							1513;								4;									 null;								true;								2006-120:207-153:2007-46;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Premium Engine Core;;									;									;									;									;									;									
ITEM;								2273;								Prototype Engine Core (Doc);		Document;							Engine Mod;							Engine;								prototype_engine_core_doc.png;		1.0;								9423608;							1514;								5;									 null;								true;								2018-248:2007-233:2009-176;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Prototype Engine Core;;									;									;									;									;									;									
ITEM;								2274;								Basic Afterburner (Doc);			Document;							Engine Mod;							Engine;								basic_afterburner_doc.png;			1.0;								15031;								1520;								1;									 null;								true;								157-7:163-4:167-1;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic Afterburner;;									;									;									;									;									;									
ITEM;								2275;								Improved Afterburner (Doc);			Document;							Engine Mod;							Engine;								improved_afterburner_doc.png;		1.0;								31603;								1521;								2;									 null;								true;								154-14:202-3:155-14;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Improved Afterburner;;									;									;									;									;									;									
ITEM;								2276;								Advanced Afterburner (Doc);			Document;							Engine Mod;							Engine;								advanced_afterburner_doc.png;		1.0;								110474;								1522;								3;									 null;								true;								209-32:156-34:212-13;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Advanced Afterburner;;									;									;									;									;									;									
ITEM;								2277;								Premium Afterburner (Doc);			Document;							Engine Mod;							Engine;								premium_afterburner_doc.png;		1.0;								456418;								1523;								4;									 null;								true;								2003-53:2008-10:212-53;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Premium Afterburner;;									;									;									;									;									;									
ITEM;								2278;								Prototype Afterburner (Doc);		Document;							Engine Mod;							Engine;								prototype_afterburner_doc.png;		1.0;								2293833;							1524;								5;									 null;								true;								2004-223:2010-179:202-286;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Prototype Afterburner;;									;									;									;									;									;									
ITEM;								2279;								Basic Cargo Expansion (Doc);		Document;							Cargo Mod;							Cargo;								basic_cargo_expansion_doc.png;		1.0;								29026;								1530;								1;									 null;								true;								166-8:155-13:167-3;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic Cargo Expansion;;									;									;									;									;									;									
ITEM;								2280;								Improved Cargo Expansion (Doc);		Document;							Cargo Mod;							Cargo;								improved_cargo_expansion_doc.png;	1.0;								60440;								1531;								2;									 null;								true;								164-55:167-7:150-55;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Improved Cargo Expansion;;									;									;									;									;									;									
ITEM;								2281;								Advanced Cargo Expansion (Doc);		Document;							Cargo Mod;							Cargo;								advanced_cargo_expansion_doc.png;	1.0;								227974;								1532;								3;									 null;								true;								214-38:218-12:200-38;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Advanced Cargo Expansion;;									;									;									;									;									;									
ITEM;								2282;								Premium Cargo Expansion (Doc);		Document;							Cargo Mod;							Cargo;								premium_cargo_expansion_doc.png;	1.0;								988265;								1533;								4;									 null;								true;								205-178:215-66:2002-77;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Premium Cargo Expansion;;									;									;									;									;									;									
ITEM;								2283;								Prototype Cargo Expansion (Doc);	Document;							Cargo Mod;							Cargo;								prototype_cargo_expansion_doc.png;	1.0;								4950923;							1534;								5;									 null;								true;								2019-93:2004-241:2018-65;			1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Prototype Cargo Expansion;;									;									;									;									;									;									
ITEM;								2284;								Basic Mass Reduction (Doc);			Document;							Cargo Mod;							Cargo;								basic_mass_reduction_doc.png;		1.0;								13486;								1540;								1;									 null;								true;								154-6:166-1:158-3;					1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Basic Mass Reduction;;									;									;									;									;									;									
ITEM;								2285;								Improved Mass Reduction (Doc);		Document;							Cargo Mod;							Cargo;								improved_mass_reduction_doc.png;	1.0;								31307;								1541;								2;									 null;								true;								202-7:162-12:164-14;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Improved Mass Reduction;;									;									;									;									;									;									
ITEM;								2286;								Advanced Mass Reduction (Doc);		Document;							Cargo Mod;							Cargo;								advanced_mass_reduction_doc.png;	1.0;								140572;								1542;								3;									 null;								true;								159-50:215-9:201-19;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Advanced Mass Reduction;;									;									;									;									;									;									
ITEM;								2287;								Premium Mass Reduction (Doc);		Document;							Cargo Mod;							Cargo;								premium_mass_reduction_doc.png;		1.0;								606193;								1543;								4;									 null;								true;								2001-104:203-66:209-88;				1;									 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								 null ;								Technical Specifications Document to fabricate Premium Mass Reduction;;									;									;									;									;									;									
